Dataset,Dataset Mode,Target,Split,Feature Set,Model,RMSE,MAE,R2,Train Seconds,Predict Seconds
secondary_screen_auc,secondary_screen_auc,target_auc,random,,Linear,0.18117627395665328,0.1277075273582034,0.5902942909391995,7.403986215591431,0.793485164642334
secondary_screen_auc,secondary_screen_auc,target_auc,random,,Ridge,0.18117717159314725,0.12771822902496058,0.5902902311614012,6.883031845092773,0.8412587642669678
secondary_screen_auc,secondary_screen_auc,target_auc,random,,Dummy Mean,0.28305299660468297,0.21102777911092596,-1.1241588793842183e-05,5.102756977081299,0.7465877532958984
