Dataset,Dataset Mode,Target,Split,Feature Set,Model,RMSE,MAE,R2,Train Seconds,Predict Seconds
secondary_screen_auc,secondary_screen_auc,target_auc,random,,Linear,0.18117627395665328,0.1277075273582034,0.5902942909391995,7.253254413604736,0.8684654235839844
secondary_screen_auc,secondary_screen_auc,target_auc,random,,Ridge,0.18117717159314725,0.12771822902496058,0.5902902311614012,6.938456296920776,0.7559459209442139
