Dataset,Dataset Mode,Target,Split,Feature Set,Model,RMSE,MAE,R2,Train Seconds,Predict Seconds
secondary_screen_auc,secondary_screen_auc,target_auc,random,,Dummy Mean,0.28305299660468297,0.21102777911092596,-1.1241588793842183e-05,4.458759546279907,0.7715160846710205
