Dataset,Dataset Mode,Target,Split,Feature Set,Model,RMSE,MAE,R2,Train Seconds,Predict Seconds
secondary_screen_ic50,secondary_screen_ic50,target_log_ic50,cell_line,,Ridge,2.6067787013400356,0.41592698136822714,0.019396430339931103,5.92389178276062,0.46425795555114746
secondary_screen_ic50,secondary_screen_ic50,target_log_ic50,cell_line,,Linear,2.639059247647218,0.4174737059483947,-0.005040175766626742,6.960665464401245,0.4575228691101074
