Dataset,Dataset Mode,Target,Split,Feature Set,Model,RMSE,MAE,R2,Train Seconds,Predict Seconds
gdsc,gdsc_metadata_only,LN_IC50,random,metadata_only,Dummy Mean,2.7450374642707653,2.0849669619470426,-2.8358432735409167e-06,1.2677836418151855,0.24909400939941406
