Dataset,Dataset Mode,Target,Split,Feature Set,Model,RMSE,MAE,R2,Train Seconds,Predict Seconds
secondary_screen_auc,secondary_screen_auc,target_auc,drug,,Ridge,0.2621470376007492,0.20211562841815772,0.1381239902847623,5.229273796081543,0.8785262107849121
secondary_screen_auc,secondary_screen_auc,target_auc,drug,,Linear,0.26215607076050956,0.20212380549849432,0.1380645915755656,6.724120378494263,0.9189419746398926
