Dataset Mode,Feature,Value,Count,Percent
secondary_screen_auc,target,TERT,470,0.06809699330041495
secondary_screen_auc,target,"IGF1R, TOP2A, TUBA4A, TUBB",469,0.06795210608062684
secondary_screen_auc,target,USP14,469,0.06795210608062684
secondary_screen_auc,target,"FLT3, PRKCG",469,0.06795210608062684
secondary_screen_auc,target,"AURKA, AURKB, AURKC, FGFR1, NTRK1, RET, SLK",469,0.06795210608062684
secondary_screen_auc,target,"PLK1, PLK3",469,0.06795210608062684
secondary_screen_auc,target,"CACNA1C, CACNA1G",469,0.06795210608062684
secondary_screen_auc,target,TYMP,468,0.06780721886083872
secondary_screen_auc,target,"ABL1, EGFR, HCK, KDR, MTOR, PDGFRA, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PRKDC, SRC",468,0.06780721886083872
secondary_screen_auc,target,"ABL1, ACVR1, RIPK2",468,0.06780721886083872
secondary_screen_auc,target,HPGDS,468,0.06780721886083872
secondary_screen_auc,target,"EHMT1, EHMT2",468,0.06780721886083872
secondary_screen_auc,target,"BRAF, KDR",468,0.06780721886083872
secondary_screen_auc,target,"JAK2, UCHL5, USP14, USP9X",468,0.06780721886083872
secondary_screen_auc,target,"CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR2B, HTR2C, HTR6, HTR7",468,0.06780721886083872
secondary_screen_auc,target,"BRD4, PLK1, PLK2, PLK3",468,0.06780721886083872
secondary_screen_auc,target,CCR1,468,0.06780721886083872
secondary_screen_auc,target,"CSF1R, FLT3, KIT, PDGFRA, PDGFRB",468,0.06780721886083872
secondary_screen_auc,target,"TUBB, TUBB1",468,0.06780721886083872
secondary_screen_auc,target,"JUN, TUBA1A, TUBB, TUBD1, TUBE1, TUBG1",468,0.06780721886083872
secondary_screen_auc,target,"CDK1, CDK2",468,0.06780721886083872
secondary_screen_auc,target,"FNTA, FNTB",467,0.06766233164105061
secondary_screen_auc,target,"NR1I2, SLCO1A2, SLCO1B1, SLCO1B3",467,0.06766233164105061
secondary_screen_auc,target,RARG,467,0.06766233164105061
secondary_screen_auc,target,LDLR,467,0.06766233164105061
secondary_screen_auc,target,"IGF2R, M6PR",467,0.06766233164105061
secondary_screen_auc,target,"KCNQ1, KCNQ2, KCNQ4, KCNQ5",467,0.06766233164105061
secondary_screen_auc,target,"RRM1, RRM2",467,0.06766233164105061
secondary_screen_auc,target,"CHUK, MAP2K1",467,0.06766233164105061
secondary_screen_auc,target,DNMT1,467,0.06766233164105061
secondary_screen_auc,target,"MMP1, MMP10, MMP11, MMP12, MMP13, MMP14, MMP15, MMP16, MMP17, MMP19, MMP2, MMP20, MMP21, MMP23A, MMP24, MMP25, MMP26, MMP27, MMP28, MMP3, MMP7, MMP8, MMP9",466,0.06751744442126249
secondary_screen_auc,target,UBE2N,466,0.06751744442126249
secondary_screen_auc,target,"POLA1, POLD1, POLE, RRM1, RRM2, RRM2B",466,0.06751744442126249
secondary_screen_auc,target,"TUBA4A, TUBB, TUBB1",466,0.06751744442126249
secondary_screen_auc,target,"TUBA4A, TUBB",466,0.06751744442126249
secondary_screen_auc,target,AKR1C3,466,0.06751744442126249
secondary_screen_auc,target,"SGK1, SGK2",466,0.06751744442126249
secondary_screen_auc,target,"KDM6A, KDM6B",465,0.06737255720147438
secondary_screen_auc,target,"ABL1, AURKA, AURKB, FLT3",465,0.06737255720147438
secondary_screen_auc,target,"CDK1, CDK2, CDK5, CDK6",465,0.06737255720147438
secondary_screen_auc,target,"GABRA3, GABRA5, GABRA6",465,0.06737255720147438
secondary_screen_auc,target,TNF,465,0.06737255720147438
secondary_screen_auc,target,"RET, SYK",465,0.06737255720147438
secondary_screen_auc,target,"DHFR, SLC47A1",465,0.06737255720147438
secondary_screen_auc,target,"PTK2, PTK2B",465,0.06737255720147438
secondary_screen_auc,target,CACNA1G,465,0.06737255720147438
secondary_screen_auc,target,"PIK3CA, PIK3CB, PIK3CD, PIK3CG, PRKDC",465,0.06737255720147438
secondary_screen_auc,target,"TUBB, TUBB4B",465,0.06737255720147438
secondary_screen_auc,target,ABCG2,464,0.06722766998168625
secondary_screen_auc,target,MMP13,464,0.06722766998168625
secondary_screen_auc,target,"MTOR, PASK",464,0.06722766998168625
secondary_screen_auc,target,"SENP2, USP1, USP2, USP7",464,0.06722766998168625
secondary_screen_auc,target,"CHRNA7, GABRB3, GLRA3, P2RX7",464,0.06722766998168625
secondary_screen_auc,target,KDM4E,464,0.06722766998168625
secondary_screen_auc,target,PDE4D,464,0.06722766998168625
secondary_screen_auc,target,"HDAC1, HDAC2, HDAC3, HDAC9",463,0.06708278276189814
secondary_screen_auc,target,ROCK2,463,0.06708278276189814
secondary_screen_auc,target,RPS2,463,0.06708278276189814
secondary_screen_auc,target,"PIK3CB, PIK3CD, PIK3CG",463,0.06708278276189814
secondary_screen_auc,target,"DRD2, DRD3, DRD4, HTR1A, HTR7",463,0.06708278276189814
secondary_screen_auc,target,HIF1A,463,0.06708278276189814
secondary_screen_auc,target,PTPMT1,463,0.06708278276189814
secondary_screen_auc,target,ADK,463,0.06708278276189814
secondary_screen_auc,target,"CDC25A, CDC25B, CDC25C",463,0.06708278276189814
secondary_screen_auc,target,"SIRT1, SIRT2, SIRT3",462,0.06693789554211002
secondary_screen_auc,target,ADRA2A,462,0.06693789554211002
secondary_screen_auc,target,VCP,462,0.06693789554211002
secondary_screen_auc,target,SLC37A4,462,0.06693789554211002
secondary_screen_auc,target,"AHR, SCN4A, SCN5A",462,0.06693789554211002
secondary_screen_auc,target,"AR, NR1I2, NR3C1, PGR",462,0.06693789554211002
secondary_screen_auc,target,"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3, PAH, SLC18A1, SLC18A2",462,0.06693789554211002
secondary_screen_auc,target,"ALK, IGF1R",462,0.06693789554211002
secondary_screen_auc,target,OXCT1,462,0.06693789554211002
secondary_screen_auc,target,"FNTA, HRAS, KRAS, NRAS",462,0.06693789554211002
secondary_screen_auc,target,"KDR, SRC",462,0.06693789554211002
secondary_screen_auc,target,SLC5A1,462,0.06693789554211002
secondary_screen_auc,target,PSMB1,462,0.06693789554211002
secondary_screen_auc,target,ATR,462,0.06693789554211002
secondary_screen_auc,target,"FLT3, JAK1, JAK2, JAK3",462,0.06693789554211002
secondary_screen_auc,target,"BCL2, BCL2L1, MCL1",462,0.06693789554211002
secondary_screen_auc,target,CTNNB1,462,0.06693789554211002
secondary_screen_auc,target,"PARP1, PNP",461,0.0667930083223219
secondary_screen_auc,target,"KCNN1, KCNN3",461,0.0667930083223219
secondary_screen_auc,target,"ATR, MTOR",461,0.0667930083223219
secondary_screen_auc,target,SCD,461,0.0667930083223219
secondary_screen_auc,target,F2RL1,461,0.0667930083223219
secondary_screen_auc,target,"EGFR, FLT1, FLT4, KDR, PDGFRB",461,0.0667930083223219
secondary_screen_auc,target,PLA2G7,461,0.0667930083223219
secondary_screen_auc,target,"PARP1, PARP2, TNKS, TNKS2",461,0.0667930083223219
secondary_screen_auc,target,"CDK2, CDK7, CDK9",461,0.0667930083223219
secondary_screen_auc,target,SV2A,460,0.06664812110253379
secondary_screen_auc,target,"ATP2C1, ATP5D, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GLRA1, GLRB, GRIA1, KCNA1, KCNK10, KCNK18, KCNK2, KCNK3, KCNK9, MT-ND1",460,0.06664812110253379
secondary_screen_auc,target,CHRM5,460,0.06664812110253379
secondary_screen_auc,target,"FGR, MAP3K9, SYK",460,0.06664812110253379
secondary_screen_auc,target,ABCB1,460,0.06664812110253379
secondary_screen_auc,target,"CDK1, RPS6KB1",460,0.06664812110253379
secondary_screen_auc,target,MPL,460,0.06664812110253379
secondary_screen_auc,target,"GSK3B, JUN, MYC",459,0.06650323388274568
secondary_screen_auc,target,"ABL1, BCR, LYN",459,0.06650323388274568
secondary_screen_auc,target,"FGFR1, FGFR2, FGFR3, FLT1, FLT3, FLT4, KDR, MERTK, MET, MST1R, NTRK1, NTRK2, PDGFRB",459,0.06650323388274568
secondary_screen_auc,target,"MAP2K1, MAP3K1, MAP3K2",459,0.06650323388274568
secondary_screen_auc,target,"KCNH2, KCNN4",459,0.06650323388274568
secondary_screen_auc,target,"CDK2, CDK4",459,0.06650323388274568
secondary_screen_auc,target,"ATP2C1, ATP5D, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GLRA1, GLRB, GRIA1, KCNA1, MT-ND1",458,0.06635834666295755
secondary_screen_auc,target,CNR1,458,0.06635834666295755
secondary_screen_auc,target,"CNR1, GPR18, GPR55",458,0.06635834666295755
secondary_screen_auc,target,"CXCR1, CXCR2, PTGS1, PTGS2",458,0.06635834666295755
secondary_screen_auc,target,SQLE,458,0.06635834666295755
secondary_screen_auc,target,RARB,458,0.06635834666295755
secondary_screen_auc,target,"HDAC1, HDAC2, HDAC3, HDAC6, HDAC8",458,0.06635834666295755
secondary_screen_auc,target,"SLC6A5, SLC6A9",458,0.06635834666295755
secondary_screen_auc,target,"HMGCR, ITGB2",457,0.06621345944316943
secondary_screen_auc,target,"APP, CA1, CA12, CA14, CA2, CA4, CA6, CA9, CYP3A4, DNMT3B, EP300, MMP13, MMP9, NOS2, PTGS1, PTGS2, XDH",457,0.06621345944316943
secondary_screen_auc,target,"MAPK11, MAPK14, PTGS2",457,0.06621345944316943
secondary_screen_auc,target,NFKBIA,457,0.06621345944316943
secondary_screen_auc,target,"DCK, POLA1, POLD1, POLE, RRM1, RRM2, RRM2B",457,0.06621345944316943
secondary_screen_auc,target,"ACVR1C, TGFBR1",457,0.06621345944316943
secondary_screen_auc,target,"MTOR, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PRKDC",457,0.06621345944316943
secondary_screen_auc,target,CASP1,456,0.06606857222338132
secondary_screen_auc,target,"GLRA1, GLRB",456,0.06606857222338132
secondary_screen_auc,target,"PKIA, PRKACA",456,0.06606857222338132
secondary_screen_auc,target,"RGS4, RGS8",456,0.06606857222338132
secondary_screen_auc,target,"CHUK, IKBKB",456,0.06606857222338132
secondary_screen_auc,target,"HDAC10, HDAC3",455,0.0659236850035932
secondary_screen_auc,target,"AXL, MET",455,0.0659236850035932
secondary_screen_auc,target,HTR2A,455,0.0659236850035932
secondary_screen_auc,target,"CDK1, CDK2, CDK7, GSK3B, IKBKB",455,0.0659236850035932
secondary_screen_auc,target,"BRD4, JAK1, JAK2, JAK3, TYK2",455,0.0659236850035932
secondary_screen_auc,target,GRPR,455,0.0659236850035932
secondary_screen_auc,target,"HTR1A, HTR1B, HTR1D, HTR2A, HTR2B, HTR2C",455,0.0659236850035932
secondary_screen_auc,target,"GLUD1, SDHD",455,0.0659236850035932
secondary_screen_auc,target,HRH3,455,0.0659236850035932
secondary_screen_auc,target,ICAM1,455,0.0659236850035932
secondary_screen_auc,target,"ACACA, ACACB",455,0.0659236850035932
secondary_screen_auc,target,"ENOX2, SPHK1",455,0.0659236850035932
secondary_screen_auc,target,CALM1,455,0.0659236850035932
secondary_screen_auc,target,"CSF1R, FLT3, KIT, PDGFRA, PDGFRB, RET",455,0.0659236850035932
secondary_screen_auc,target,GPER1,454,0.06577879778380508
secondary_screen_auc,target,BRD4,454,0.06577879778380508
secondary_screen_auc,target,"CYP27B1, VDR",454,0.06577879778380508
secondary_screen_auc,target,"ADRA1A, ADRA1B, ADRA1D, DRD2, DRD3, DRD4, HRH1, HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR2C, HTR6, KCNH2",454,0.06577879778380508
secondary_screen_auc,target,BMP1,454,0.06577879778380508
secondary_screen_auc,target,CYP2B6,454,0.06577879778380508
secondary_screen_auc,target,"PTPN6, TOP1",453,0.06563391056401698
secondary_screen_auc,target,"HCK, RET",453,0.06563391056401698
secondary_screen_auc,target,EHMT2,453,0.06563391056401698
secondary_screen_auc,target,"CCND1, CDK4",453,0.06563391056401698
secondary_screen_auc,target,"GABRA1, GABRB1, GABRG2, TSPO",453,0.06563391056401698
secondary_screen_auc,target,"IL10, IL1B, IL6, TNF",453,0.06563391056401698
secondary_screen_auc,target,"RRM1, RRM2, RRM2B",453,0.06563391056401698
secondary_screen_auc,target,"CDC42BPA, DMPK, LIMK1, MYLK, PAK1, PKN1, ROCK1, ROCK2",453,0.06563391056401698
secondary_screen_auc,target,"HTR2B, HTR2C",452,0.06548902334422885
secondary_screen_auc,target,SLC9A1,452,0.06548902334422885
secondary_screen_auc,target,"ADRA1A, ADRA1B, ADRA2A, ADRA2B, ADRA2C, CYP2D6, CYP3A4, CYP3A5, DRD1, DRD2, DRD3, DRD4, HRH1, HTR1A, HTR1D, HTR2A, HTR2C",452,0.06548902334422885
secondary_screen_auc,target,TRPV4,452,0.06548902334422885
secondary_screen_auc,target,EDNRA,452,0.06548902334422885
secondary_screen_auc,target,CHRNA7,452,0.06548902334422885
secondary_screen_auc,target,LPAR1,452,0.06548902334422885
secondary_screen_auc,target,CXCL8,452,0.06548902334422885
secondary_screen_auc,target,GBF1,451,0.06534413612444073
secondary_screen_auc,target,"GABRA1, GABRA2, GABRA3, GABRA5",451,0.06534413612444073
secondary_screen_auc,target,"EGFR, FLT1, FLT4, KDR",451,0.06534413612444073
secondary_screen_auc,target,"CYP3A4, KCNN4, NR1I2, NR1I3, TRPM2, TRPM4, TRPM8",451,0.06534413612444073
secondary_screen_auc,target,"KRT7, NQO2",451,0.06534413612444073
secondary_screen_auc,target,"ADRA1A, ADRA1B, ADRA2A, ADRA2B, ADRA2C, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD3, DRD4, DRD5, HRH1, HTR1A, HTR1B, HTR1D, HTR1E, HTR2A, HTR2C, HTR3A, HTR6, HTR7, SLC6A4",451,0.06534413612444073
secondary_screen_auc,target,"LPAR1, LPAR3",451,0.06534413612444073
secondary_screen_auc,target,MPO,451,0.06534413612444073
secondary_screen_auc,target,"PDE3A, PDE3B",450,0.06519924890465262
secondary_screen_auc,target,"CDH5, CRBN, PTGS2, TNF, TNFSF11",450,0.06519924890465262
secondary_screen_auc,target,"HPRT1, IMPDH1, IMPDH2, PPAT",450,0.06519924890465262
secondary_screen_auc,target,CDA,450,0.06519924890465262
secondary_screen_auc,target,"CYP3A4, CYP3A5",450,0.06519924890465262
secondary_screen_auc,target,"MAPK11, MAPK12, MAPK14",449,0.0650543616848645
secondary_screen_auc,target,"ABL1, BCR, CAMK1D, CAMK2G, CDK2, FRK, FYN, HCK, LYN, MAP2K1, MAP2K2, MAP3K2, MAP4K5, SRC, STK10, STK24, STK4, TNK2, TXK",449,0.0650543616848645
secondary_screen_auc,target,HCAR2,449,0.0650543616848645
secondary_screen_auc,target,"EGFR, JAK1, JAK2, JAK3",449,0.0650543616848645
secondary_screen_auc,target,GSR,449,0.0650543616848645
secondary_screen_auc,target,"KDR, KIT",449,0.0650543616848645
secondary_screen_auc,target,BTK,449,0.0650543616848645
secondary_screen_auc,target,FKBP1A,448,0.06490947446507637
secondary_screen_auc,target,"PRKCA, PRKCB, PRKCD, PRKCE, PRKCG",448,0.06490947446507637
secondary_screen_auc,target,BCL2L1,448,0.06490947446507637
secondary_screen_auc,target,"HDAC1, HDAC10, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9",448,0.06490947446507637
secondary_screen_auc,target,PDGFRA,448,0.06490947446507637
secondary_screen_auc,target,"BRD4, BRDT",448,0.06490947446507637
secondary_screen_auc,target,"KCNJ4, TXNRD1",447,0.06476458724528827
secondary_screen_auc,target,"PIK3CA, PIK3CG",447,0.06476458724528827
secondary_screen_auc,target,CA2,447,0.06476458724528827
secondary_screen_auc,target,"HPRT1, IMPDH1, PPAT",447,0.06476458724528827
secondary_screen_auc,target,PTGER3,447,0.06476458724528827
secondary_screen_auc,target,"MAN1B1, MAN2A1",447,0.06476458724528827
secondary_screen_auc,target,TTK,447,0.06476458724528827
secondary_screen_auc,target,"ADRA1A, ADRA1D",447,0.06476458724528827
secondary_screen_auc,target,"KCNH1, KCNH2, KCNJ12, KCNK2",447,0.06476458724528827
secondary_screen_auc,target,"AKT1, PKIA, PRKACA",447,0.06476458724528827
secondary_screen_auc,target,CDKN1A,447,0.06476458724528827
secondary_screen_auc,target,"CSK, KDR, KIT, RET",447,0.06476458724528827
secondary_screen_auc,target,"MTOR, PIK3CA, PIK3CB, PIK3CG",447,0.06476458724528827
secondary_screen_auc,target,TLR4,447,0.06476458724528827
secondary_screen_auc,target,"BIRC2, BIRC3, BIRC7, XIAP",447,0.06476458724528827
secondary_screen_auc,target,"COL1A1, MMP2",447,0.06476458724528827
secondary_screen_auc,target,"AR, CYP17A1",446,0.06461970002550015
secondary_screen_auc,target,"CYP3A4, HRH1",446,0.06461970002550015
secondary_screen_auc,target,MAP2K5,446,0.06461970002550015
secondary_screen_auc,target,BAX,446,0.06461970002550015
secondary_screen_auc,target,"CA14, CA4, CA6, CA9, CASR, GRIN1, GRIN2A, KCNJ4, ODC1, SMOX, SMS, TRPM4, TRPM5",446,0.06461970002550015
secondary_screen_auc,target,NUDT1,445,0.06447481280571203
secondary_screen_auc,target,DOT1L,445,0.06447481280571203
secondary_screen_auc,target,"MMP25, PPARA",445,0.06447481280571203
secondary_screen_auc,target,"AR, NR3C2, PGR",445,0.06447481280571203
secondary_screen_auc,target,"ABL1, KIT",445,0.06447481280571203
secondary_screen_auc,target,"ALK, INSR",445,0.06447481280571203
secondary_screen_auc,target,"FGFR1, FGFR2, FGFR3, FGFR4, KDR",445,0.06447481280571203
secondary_screen_auc,target,ELANE,445,0.06447481280571203
secondary_screen_auc,target,"GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6",444,0.06432992558592392
secondary_screen_auc,target,PDPK1,444,0.06432992558592392
secondary_screen_auc,target,"KIT, PDGFRA, PDGFRB",444,0.06432992558592392
secondary_screen_auc,target,MERTK,444,0.06432992558592392
secondary_screen_auc,target,"AR, CACNA1A, CACNA1B, CACNA1C, CACNA1D, CACNA1F, CACNA1G, CACNA1H, CACNA1I, CACNA1S, CACNA2D1, CACNA2D2, CACNA2D3, CACNB1, CACNB2, CACNB3, CACNB4, CACNG1, CYP11B2, NR3C1, NR3C2, PGR, SHBG",444,0.06432992558592392
secondary_screen_auc,target,"AURKA, AURKB, AURKC, CYP2D6, CYP3A4",443,0.0641850383661358
secondary_screen_auc,target,"HTR1A, HTR1B, HTR1D, HTR1E, HTR1F",443,0.0641850383661358
secondary_screen_auc,target,"DRD2, DRD3, HTR1A",443,0.0641850383661358
secondary_screen_auc,target,"JAK1, JAK2",443,0.0641850383661358
secondary_screen_auc,target,"EGFR, KDR",443,0.0641850383661358
secondary_screen_auc,target,"CYP3A4, CYP3A43, CYP3A5, CYP3A7",443,0.0641850383661358
secondary_screen_auc,target,ACVR1,443,0.0641850383661358
secondary_screen_auc,target,"CCNA2, CDK2",442,0.06404015114634767
secondary_screen_auc,target,"RPS6KA1, RPS6KA2, RPS6KA3, RPS6KA6",442,0.06404015114634767
secondary_screen_auc,target,"EGFR, ERBB2, ERBB4, FGFR2, FGFR3, KDR",442,0.06404015114634767
secondary_screen_auc,target,FLT4,441,0.06389526392655957
secondary_screen_auc,target,CFTR,441,0.06389526392655957
secondary_screen_auc,target,"MAOA, MAOB, TRPV1",441,0.06389526392655957
secondary_screen_auc,target,"ALOX5, GLO1, PREP, SELL, SELP, TNF, XDH",441,0.06389526392655957
secondary_screen_auc,target,IMPDH1,441,0.06389526392655957
secondary_screen_auc,target,"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3, GJA1, HIF1A, KCNH2, NDUFC2, NPPB, SELE, VCAM1, VEGFA",441,0.06389526392655957
secondary_screen_auc,target,"ALDH2, DLG4, GAMT, RNASE1",441,0.06389526392655957
secondary_screen_auc,target,"ABL1, PDGFRB",440,0.06375037670677144
secondary_screen_auc,target,"EEF2, PARP1, PARP15, PARP3",440,0.06375037670677144
secondary_screen_auc,target,GRIN2B,440,0.06375037670677144
secondary_screen_auc,target,"CXCR1, CXCR2",440,0.06375037670677144
secondary_screen_auc,target,"AURKA, AURKB, KDR",439,0.06360548948698333
secondary_screen_auc,target,"SCNN1A, SCNN1B, SCNN1D, SCNN1G",439,0.06360548948698333
secondary_screen_auc,target,"KCNN2, KCNN3, KCNN4",439,0.06360548948698333
secondary_screen_auc,target,CPT1A,439,0.06360548948698333
secondary_screen_auc,target,"SRC, SYK",439,0.06360548948698333
secondary_screen_auc,target,"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, CACNA1C, CACNA1D, CACNA1F, CACNA1S, CACNB1, CACNB2, CACNB3, CACNB4, KCNA5, KCNH2, KCNK2, SCN1A",439,0.06360548948698333
secondary_screen_auc,target,PIM1,439,0.06360548948698333
secondary_screen_auc,target,"HCRTR1, HCRTR2",439,0.06360548948698333
secondary_screen_auc,target,SPHK1,439,0.06360548948698333
secondary_screen_auc,target,CENPE,439,0.06360548948698333
secondary_screen_auc,target,"AHR, DPP4, HMGCR",439,0.06360548948698333
secondary_screen_auc,target,"FGFR1, FGFR2, FGFR3, FGFR4",438,0.06346060226719522
secondary_screen_auc,target,INPP5D,438,0.06346060226719522
secondary_screen_auc,target,"AURKA, AURKB, CDK1, CDK2",438,0.06346060226719522
secondary_screen_auc,target,"ADA, RRM1, RRM2",438,0.06346060226719522
secondary_screen_auc,target,"AHR, AR",438,0.06346060226719522
secondary_screen_auc,target,"AGTR1, AGTR2",438,0.06346060226719522
secondary_screen_auc,target,CCKAR,438,0.06346060226719522
secondary_screen_auc,target,"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, HTR1B, HTR1D, HTR2C",437,0.0633157150474071
secondary_screen_auc,target,"OPRL1, OPRM1",437,0.0633157150474071
secondary_screen_auc,target,"CDK1, GSK3A, GSK3B, MAPK1",437,0.0633157150474071
secondary_screen_auc,target,NDC80,437,0.0633157150474071
secondary_screen_auc,target,EPHB4,436,0.06317082782761897
secondary_screen_auc,target,"DPYD, UCKL1",436,0.06317082782761897
secondary_screen_auc,target,"HTR2A, HTR2B, HTR2C",436,0.06317082782761897
secondary_screen_auc,target,"HRH1, KCNH1, KCNH2",436,0.06317082782761897
secondary_screen_auc,target,MAP2K2,435,0.06302594060783087
secondary_screen_auc,target,MGLL,435,0.06302594060783087
secondary_screen_auc,target,"FGF2, FKBP1A, MTOR",435,0.06302594060783087
secondary_screen_auc,target,"AR, CCL2, ESR1, GNRHR, GNRHR2, PGR",435,0.06302594060783087
secondary_screen_auc,target,SIRT1,435,0.06302594060783087
secondary_screen_auc,target,"CCL2, CCR2",435,0.06302594060783087
secondary_screen_auc,target,"ADRA1A, ADRA1B, ADRA1D, CHRM1, CHRM2, CHRM3, HRH1, HTR2A, HTR2C, HTR6, HTR7",434,0.06288105338804274
secondary_screen_auc,target,"CXCR1, PTGS1, PTGS2, SLC5A8",434,0.06288105338804274
secondary_screen_auc,target,"CSF1R, FLT3, KIT, PDGFRB",434,0.06288105338804274
secondary_screen_auc,target,"ROCK1, ROCK2",434,0.06288105338804274
secondary_screen_auc,target,"PTGDR2, TBXA2R",433,0.06273616616825463
secondary_screen_auc,target,"SLC12A1, SLC12A2",433,0.06273616616825463
secondary_screen_auc,target,TACR3,433,0.06273616616825463
secondary_screen_auc,target,KCNJ11,433,0.06273616616825463
secondary_screen_auc,target,"ALOX5, MIF",433,0.06273616616825463
secondary_screen_auc,target,UTS2R,433,0.06273616616825463
secondary_screen_auc,target,"DPYD, TYMS",433,0.06273616616825463
secondary_screen_auc,target,CXCR3,433,0.06273616616825463
secondary_screen_auc,target,"ADORA1, ADORA2B, ADORA3",432,0.06259127894846651
secondary_screen_auc,target,"GABRA1, GABRB2, GABRG2, GLRA1, GLRB",432,0.06259127894846651
secondary_screen_auc,target,"FLT3, PIM1, PIM2, PIM3",432,0.06259127894846651
secondary_screen_auc,target,"GRM2, GRM3",431,0.0624463917286784
secondary_screen_auc,target,TSPO,431,0.0624463917286784
secondary_screen_auc,target,"ADRA2A, ADRA2C, DRD2, HTR1A, HTR2A, HTR7",431,0.0624463917286784
secondary_screen_auc,target,"NR3C1, NR3C2",431,0.0624463917286784
secondary_screen_auc,target,HCAR1,431,0.0624463917286784
secondary_screen_auc,target,CYP11B1,431,0.0624463917286784
secondary_screen_auc,target,"AOX1, BGLAP, F10, F2, F7, F9, GGCX, NQO1, NQO2, PROC, PROS1, PROZ, VKORC1, VKORC1L1",430,0.06230150450889028
secondary_screen_auc,target,"LSM6, TYMP",429,0.06215661728910216
secondary_screen_auc,target,"CYP2C9, CYP3A4",429,0.06215661728910216
secondary_screen_auc,target,"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, KCNH2, KCNH6, KCNH7",429,0.06215661728910216
secondary_screen_auc,target,"ABCC8, KCNJ11, PPARG",429,0.06215661728910216
secondary_screen_auc,target,"DRD2, DRD3, DRD4, HTR1A",429,0.06215661728910216
secondary_screen_auc,target,TNNC1,429,0.06215661728910216
secondary_screen_auc,target,G6PD,429,0.06215661728910216
secondary_screen_auc,target,"ABCC8, KCNJ10, KCNJ11",429,0.06215661728910216
secondary_screen_auc,target,"ADRB1, ADRB2, ADRB3",428,0.06201173006931404
secondary_screen_auc,target,"CACNA1C, CACNA2D1, CACNB1, CACNG1, KCNH2, KCNH6, KCNH7, KCNJ11, KCNK1, KCNK6",428,0.06201173006931404
secondary_screen_auc,target,"ANO1, CACNA1C, CACNA1D, CACNA1F, CACNA1G, CACNA1H, CACNA1I, CACNA1S, CACNB1, CACNB2, CACNB3, CACNB4, CATSPER1, CATSPER2, CATSPER3, CATSPER4",428,0.06201173006931404
secondary_screen_auc,target,NTRK1,427,0.06186684284952593
secondary_screen_auc,target,PPP3CA,427,0.06186684284952593
secondary_screen_auc,target,ALB,427,0.06186684284952593
secondary_screen_auc,target,"CMPK1, RRM1, TYMS",427,0.06186684284952593
secondary_screen_auc,target,"ACHE, BCHE",426,0.061721955629737806
secondary_screen_auc,target,PLAUR,426,0.061721955629737806
secondary_screen_auc,target,"ADRA1A, ADRA1B, ADRA1D",426,0.061721955629737806
secondary_screen_auc,target,VKORC1,425,0.0615770684099497
secondary_screen_auc,target,SLC12A1,425,0.0615770684099497
secondary_screen_auc,target,"EDNRA, EDNRB",425,0.0615770684099497
secondary_screen_auc,target,"ADRA2A, ADRA2B, ADRA2C",425,0.0615770684099497
secondary_screen_auc,target,RAD51,425,0.0615770684099497
secondary_screen_auc,target,"ADRB1, ADRB2, HTR1A, HTR1B, HTR2A, HTR2B",424,0.061432181190161576
secondary_screen_auc,target,"TGFBR1, TGFBR2",424,0.061432181190161576
secondary_screen_auc,target,MME,424,0.061432181190161576
secondary_screen_auc,target,MLNR,424,0.061432181190161576
secondary_screen_auc,target,"CYP19A1, ESRRA, ESRRB, ESRRG, FASN",424,0.061432181190161576
secondary_screen_auc,target,"DNMT1, DNMT3B",424,0.061432181190161576
secondary_screen_auc,target,EGLN2,424,0.061432181190161576
secondary_screen_auc,target,ROCK1,424,0.061432181190161576
secondary_screen_auc,target,"GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GABRR1, GABRR2, GABRR3, TSPO",423,0.06128729397037346
