Value,Count,Percent
lung_NSCLC,26977,11.145908649575475
urogenital_system,25707,10.621191150040284
leukemia,20484,8.463238787778627
aero_dig_tract,18583,7.677815192017684
lymphoma,16747,6.91924721631169
lung_SCLC,13750,5.680996550085731
breast,13388,5.531431404548929
nervous_system,12894,5.327328692131304
skin,12636,5.220732538682422
large_intestine,12438,5.138926188361188
digestive_system,10915,4.509678352304419
bone,9933,4.103951907781933
Missing,9366,3.8696882682256697
kidney,8020,3.3135703513954597
pancreas,7617,3.1470655070547653
neuroblastoma,7469,3.085917326006569
soft_tissue,5008,2.0691222343875886
myeloma,4598,1.8997252463486687
thyroid,3759,1.5530811659470738
lung,1746,0.7213832710145227
