Value,Count,Percent
SETD8,741,0.3061540686264383
EP300,741,0.3061540686264383
SIR2,740,0.3057409052409775
DNA methyltransferases,740,0.3057409052409775
LSD1,739,0.30532774185551675
"G9A, GLP",732,0.3024355981572913
WIP1,731,0.30202243477183055
GADD34,717,0.29623814737537957
CDK2,717,0.29623814737537957
"ADRA1A, ADRB1",717,0.29623814737537957
IRAK4,717,0.29623814737537957
JAK1,717,0.29623814737537957
"NTRK1, NTRK2, NTRK3",717,0.29623814737537957
"mTORC1, mTORC2",717,0.29623814737537957
PPP1R15B,717,0.29623814737537957
 ,717,0.29623814737537957
TOP2,717,0.29623814737537957
NIK,717,0.29623814737537957
CP11A,717,0.29623814737537957
"HDAC1, HDAC2, HDAC3, HDAC8",717,0.29623814737537957
DYRK1A,717,0.29623814737537957
"JAK1, JAK2, JAK3",717,0.29623814737537957
FAK1,717,0.29623814737537957
VSP34,717,0.29623814737537957
"PAK1, PAK2",716,0.2958249839899188
IGFR1,716,0.2958249839899188
"CECR2, BRD2, BRD4, BRD9",716,0.2958249839899188
"EP300, CBP",716,0.2958249839899188
"PIM1, PIM2, PIM3",716,0.2958249839899188
TAF1,716,0.2958249839899188
KDM1,716,0.2958249839899188
ULK1,715,0.29541182060445803
IAP,714,0.29499865721899726
KSP11,713,0.29458549383353644
NAMPT,595,0.24583221434916436
"BCL2, BCL-XL, MCL1",376,0.15534943293325346
S6K1,268,0.11072778730348916
"AURKA, AURKB, AURKC, others",268,0.11072778730348916
"ROCK1, ROCK2",268,0.11072778730348916
PI3Kbeta,267,0.11031462391802838
"TGFBR1, ACVR1B, ACVR1C",265,0.10948829714710683
Retinoic acid,225,0.09296176172867561
Induces reactive oxygen species,225,0.09296176172867561
"RSK, AURKB, PIM1, PIM3",225,0.09296176172867561
EGLN1,225,0.09296176172867561
"TBK1, PDK1 (PDPK1), IKK, AURKB, AURKC",225,0.09296176172867561
AR,225,0.09296176172867561
